ID,NUM_VICTIMAS,FECHA,AAAA,MM,DD,HH,TIPO_CALLE,Calle,Cruce,Direccion,COMUNA,Pos_X,Pos_Y,VICTIMA,ACUSADO,Dia_Sem,Barrios,Rol,Sexo,Edad,Fecha_Fallec,Rango_Etario
2018-0116,1,2018-11-01,2018,11,1,10,AUTOPISTA,"PAZ, GRAL. AV.",NO es cruce,"PAZ, GRAL. AV. 14800",Comuna 8,-58.49371157,-34.67981324,PEATON,CARGAS,Jue,"Villa Soldati, Villa Riachuelo y Villa Lugano",PEATON,MASCULINO,48,2018-11-08,Entre 41-60
2018-0117,1,2018-11-04,2018,11,4,8,AVENIDA,"PERON, EVA AV.",NO es cruce,"PERON, EVA AV. 5321",Comuna 9,-58.48266599,-34.66012327,MOTO,MOTO,Dom,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,30,2018-11-08, Entre 21- 40
2018-0118,1,2018-11-05,2018,11,5,14,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",CRUCE,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",Comuna 3,-58.40612253,-34.60774301,PEATON,MOTO,Lun,Balvanera y San Cristóbal,PEATON,FEMENINO,80,2018-11-05,Más de 80
2018-0119,1,2018-11-05,2018,11,5,22,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",CRUCE,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",Comuna 8,-58.43613623,-34.66292532,PEATON,SD,Lun,"Villa Soldati, Villa Riachuelo y Villa Lugano",PEATON,FEMENINO,32,2018-11-06, Entre 21- 40
2018-0120,1,2018-11-09,2018,11,9,13,AVENIDA,MONROE,CRUCE,MONROE y ALVAREZ THOMAS AV.,Comuna 12,-58.48250732,-34.57208238,PEATON,AUTO,Vie,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",PEATON,FEMENINO,51,2018-11-20,Entre 41-60
2018-0121,1,2018-11-09,2018,11,9,16,AVENIDA,RIVADAVIA AV.,CRUCE,RIVADAVIA AV. y MANZONI,Comuna 10,-58.49945705,-34.6374328,PEATON,PASAJEROS,Vie,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",PEATON,FEMENINO,72,2018-11-09,Entre 61-80
2018-0122,1,2018-11-12,2018,11,12,1,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,CRUCE,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,Comuna 8,-58.47743966,-34.67233407,AUTO,AUTO,Lun,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,33,2018-11-12, Entre 21- 40
2018-0123,1,2018-11-12,2018,11,12,3,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y PERON, EVA AV.",Comuna 9,-58.5025179,-34.67450313,AUTO,SD,Lun,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,25,2018-11-12, Entre 21- 40
2018-0124,1,2018-11-15,2018,11,15,19,AUTOPISTA,AUTOPISTA PERITO MORENO,NO es cruce,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,Comuna 9,-58.52144411,-34.63682499,CARGAS,CARGAS,Jue,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,44,2018-11-15,Entre 41-60
2018-0125,1,2018-11-16,2018,11,16,21,AVENIDA,SAENZ AV.,CRUCE,SAENZ AV. y VENTANA,Comuna 4,-58.41650465,-34.65084045,PEATON,PASAJEROS,Vie,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PEATON,MASCULINO,29,2018-11-17, Entre 21- 40
2018-0126,1,2018-11-18,2018,11,18,12,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",Comuna 9,-58.52994219,-34.64055918,MOTO,AUTO,Dom,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,27,2018-11-23, Entre 21- 40
2018-0127,1,2018-11-19,2018,11,19,9,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",Comuna 12,-58.50993046,-34.56919739,MOTO,MOTO,Lun,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",CONDUCTOR,MASCULINO,29,2018-11-19, Entre 21- 40
2018-0128,2,2018-11-25,2018,11,25,4,AUTOPISTA,"PAZ, GRAL. AV.",NO es cruce,"PAZ, GRAL. AV. 11200",Comuna 9,-58.52844623,-34.64592873,AUTO,PASAJEROS,Dom,"Liniers, Mataderos y Parque Avellaneda",PASAJERO_ACOMPAÑANTE,MASCULINO,49,2018-11-25,Entre 41-60
2018-0128,2,2018-11-25,2018,11,25,4,AUTOPISTA,"PAZ, GRAL. AV.",NO es cruce,"PAZ, GRAL. AV. 11200",Comuna 9,-58.52844623,-34.64592873,AUTO,PASAJEROS,Dom,"Liniers, Mataderos y Parque Avellaneda",PASAJERO_ACOMPAÑANTE,FEMENINO,39,2018-11-25, Entre 21- 40
2018-0129,1,2018-11-28,2018,11,28,4,AVENIDA,"NEWBERY, JORGE AV.",CRUCE,"NEWBERY, JORGE AV. y GUEVARA",Comuna 15,-58.45021367,-34.58695347,MOTO,PASAJEROS,Mié,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",CONDUCTOR,MASCULINO,37,2018-11-30, Entre 21- 40
2018-0130,1,2018-12-03,2018,12,3,3,AVENIDA,GAONA AV.,CRUCE,GAONA AV. y SEGUROLA AV.,Comuna 10,-58.49022072,-34.62770192,MOTO,PASAJEROS,Lun,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",CONDUCTOR,MASCULINO,0,2018-12-03,Menos de 20
2018-0131,1,2018-12-07,2018,12,7,19,AVENIDA,"MADERO, EDUARDO AV.",NO es cruce,"MADERO, EDUARDO AV. 550",Comuna 1,-58.36860866,-34.60106568,MOTO,CARGAS,Vie,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CONDUCTOR,MASCULINO,29,2018-12-07, Entre 21- 40
2018-0132,1,2018-12-12,2018,12,12,8,AUTOPISTA,AUTOPISTA ARTURO ILLIA,CRUCE,"AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",Comuna 2,-58.39490504,-34.57241534,PEATON,CARGAS,Mié,Recoleta,PEATON,MASCULINO,70,2018-12-12,Entre 61-80
2018-0133,1,2018-12-12,2018,12,12,14,AVENIDA,NAZCA AV.,CRUCE,NAZCA AV. y RIVADAVIA AV.,Comuna 7,-58.46963952,-34.63070603,PEATON,CARGAS,Mié,Flores y Parque Chacabuco,PEATON,FEMENINO,60,2018-12-12,Entre 61-80
2018-0134,1,2018-12-12,2018,12,12,21,AVENIDA,LA PLATA AV.,CRUCE,LA PLATA AV. y CASEROS AV.,Comuna 7,-58.42349365,-34.64019887,PEATON,MOTO,Mié,Flores y Parque Chacabuco,PEATON,MASCULINO,56,2018-12-13,Entre 41-60
2018-0135,1,2018-12-18,2018,12,18,14,AVENIDA,BELGRANO AV.,CRUCE,BELGRANO AV. y PERU,Comuna 1,-58.37471802,-34.61265002,PEATON,PASAJEROS,Mar,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,80,2018-12-22,Más de 80
2018-0136,1,2018-12-18,2018,12,18,15,AVENIDA,RIVADAVIA AV.,NO es cruce,RIVADAVIA AV. 7013,Comuna 7,-58.46438789,-34.62913916,PEATON,PASAJEROS,Mar,Flores y Parque Chacabuco,PEATON,FEMENINO,70,2018-12-18,Entre 61-80
2018-0137,1,2018-12-18,2018,12,18,20,CALLE,"ALSINA, ADOLFO",CRUCE,"ALSINA, ADOLFO y SANTIAGO DEL ESTERO",Comuna 1,-58.38481975,-34.61100424,MOTO,PASAJEROS,Mar,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PASAJERO_ACOMPAÑANTE,MASCULINO,29,2018-12-19, Entre 21- 40
2018-0138,1,2018-12-21,2018,12,21,9,CALLE,BERMUDEZ,NO es cruce,BERMUDEZ 1893,Comuna 10,-58.50751833,-34.62073702,PASAJEROS,PASAJEROS,Vie,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",PASAJERO_ACOMPAÑANTE,FEMENINO,79,2018-12-21,Entre 61-80
2018-0139,1,2018-12-22,2018,12,22,6,CALLE,SANTANDER,NO es cruce,SANTANDER 1974,Comuna 7,-58.44682986,-34.63888084,MOTO,MOTO,Sáb,Flores y Parque Chacabuco,PASAJERO_ACOMPAÑANTE,MASCULINO,28,2018-12-24, Entre 21- 40
2018-0140,1,2018-12-22,2018,12,22,8,CALLE,LANTERI JULIETA,NO es cruce,LANTERI JULIETA 1400,Comuna 1,-58.3600465,-34.61381341,AUTO,AUTO,Sáb,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CONDUCTOR,MASCULINO,78,2018-12-22,Entre 61-80
2018-0141,1,2018-12-22,2018,12,22,17,AVENIDA,MAZA,CRUCE,MAZA e INDEPENDENCIA AV.,Comuna 5,-58.41509546,-34.62085945,PEATON,MOTO,Sáb,Almagro y Boedo,PEATON,MASCULINO,75,2018-12-24,Entre 61-80
2018-0142,1,2018-12-25,2018,12,25,13,AUTOPISTA,"PAZ, GRAL. AV.",NO es cruce,"PAZ, GRAL. AV. 5172",Comuna 12,-58.50997604,-34.57251072,CARGAS,PASAJEROS,Mar,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",PASAJERO_ACOMPAÑANTE,MASCULINO,32,2019-01-01, Entre 21- 40
2018-0143,1,2018-12-29,2018,12,29,5,AVENIDA,OLIVERA AV.,CRUCE,"OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",Comuna 10,-58.48606475,-34.64047818,MOTO,AUTO,Sáb,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",CONDUCTOR,MASCULINO,22,2018-12-29, Entre 21- 40
2019-0001,1,2019-01-08,2019,1,8,8,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CRUCE,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",Comuna 2,-58.38526125,-34.5780581,MOTO,CARGAS,Mar,Recoleta,CONDUCTOR,MASCULINO,25,2019-01-08, Entre 21- 40
2019-0002,1,2019-01-09,2019,1,9,4,AVENIDA,CASTANARES AV.,CRUCE,"CASTAÑARES AV. y MORENO, PERITO AV.",Comuna 7,-58.45463662,-34.65082149,AUTO,CARGAS,Mié,Flores y Parque Chacabuco,CONDUCTOR,MASCULINO,32,2019-01-09, Entre 21- 40
2019-0003,1,2019-01-12,2019,1,12,8,AVENIDA,SAN MARTIN AV.,CRUCE,SAN MARTIN AV. y TERRADA,Comuna 15,-58.49121672,-34.59718073,MOTO,AUTO,Sáb,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",CONDUCTOR,MASCULINO,23,2019-01-12, Entre 21- 40
2019-0004,1,2019-01-14,2019,1,14,19,AVENIDA,"PERON, EVA AV.",CRUCE,"PERON, EVA AV. y MEDINA",Comuna 9,-58.47325712,-34.65284605,AUTO,PASAJEROS,Lun,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,71,2019-01-14,Entre 61-80
2019-0005,1,2019-01-19,2019,1,19,12,AVENIDA,"JUSTO, JUAN B. AV.",CRUCE,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",Comuna 10,-58.52108101,-34.63382309,MOTO,CARGAS,Sáb,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",CONDUCTOR,MASCULINO,43,2019-01-19,Entre 41-60
2019-0006,1,2019-01-23,2019,1,23,5,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",NO es cruce,"OBLIGADO RAFAEL, AV.COSTANERA 4650",Comuna 14,-58.41652702,-34.55509606,PEATON,AUTO,Mié,Palermo,PEATON,FEMENINO,12,2019-01-23,Menos de 20
2019-0007,1,2019-01-26,2019,1,26,19,CALLE,"MITRE, BARTOLOME",CRUCE,"MITRE, BARTOLOME y YATAY",Comuna 5,-58.42891604,-34.6107166,MOTO,AUTO,Sáb,Almagro y Boedo,CONDUCTOR,MASCULINO,35,2019-01-26, Entre 21- 40
2019-0008,1,2019-01-30,2019,1,30,22,AUTOPISTA,"PAZ, GRAL. AV.",NO es cruce,"PAZ, GRAL. AV. 16080",Comuna 8,-58.47802293,-34.69156793,MOTO,MULTIPLE,Mié,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,42,2019-01-31,Entre 41-60
2019-0009,1,2019-01-31,2019,1,31,14,AVENIDA,CHACABUCO,CRUCE,CHACABUCO y SAN JUAN AV.,Comuna 1,-58.37564821,-34.62200207,MOTO,AUTO,Jue,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CONDUCTOR,MASCULINO,34,2019-01-31, Entre 21- 40
2019-0010,2,2019-02-02,2019,2,2,7,AVENIDA,DEL LIBERTADOR AV.,NO es cruce,DEL LIBERTADOR AV. 4100,Comuna 14,-58.42668489,-34.56961468,PEATON,AUTO,Sáb,Palermo,PEATON,MASCULINO,0,2019-02-02,Menos de 20
2019-0010,2,2019-02-02,2019,2,2,7,AVENIDA,DEL LIBERTADOR AV.,NO es cruce,DEL LIBERTADOR AV. 4100,Comuna 14,-58.42668489,-34.56961468,PEATON,AUTO,Sáb,Palermo,PEATON,MASCULINO,59,2019-02-02,Entre 41-60
2019-0011,1,2019-02-10,2019,2,10,1,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",Comuna 9,-58.5183993,-34.66252488,PEATON,AUTO,Dom,"Liniers, Mataderos y Parque Avellaneda",PEATON,MASCULINO,0,2019-02-10,Menos de 20
2019-0012,1,2019-02-17,2019,2,17,3,AVENIDA,CASTANARES AV.,CRUCE,"CASTAÑARES AV. y GORDILLO, TIMOTEO",Comuna 8,-58.48432691,-34.67665828,MOTO,AUTO,Dom,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,31,2019-02-20, Entre 21- 40
2019-0013,1,2019-02-20,2019,2,20,7,CALLE,SALVIGNY,CRUCE,SALVIGNY y MOM,Comuna 7,-58.4338383,-34.64457699,PEATON,AUTO,Mié,Flores y Parque Chacabuco,PEATON,MASCULINO,39,2019-03-02, Entre 21- 40
2019-0014,1,2019-02-20,2019,2,20,17,CALLE,"LAMARCA, EMILIO",NO es cruce,"LAMARCA, EMILIO 5402",Comuna 11,-58.51664939,-34.58657938,MOTO,OBJETO FIJO,Mié,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",CONDUCTOR,MASCULINO,69,2019-02-20,Entre 61-80
2019-0015,1,2019-02-23,2019,2,23,6,AVENIDA,SAN MARTIN AV.,NO es cruce,SAN MARTIN AV. 5638,Comuna 11,-58.49613012,-34.59703502,AUTO,OBJETO FIJO,Sáb,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",CONDUCTOR,MASCULINO,21,2019-02-23, Entre 21- 40
2019-0016,1,2019-02-24,2019,2,24,2,CALLE,"CARRILLO, RAMON, DR.",CRUCE,"CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",Comuna 4,-58.38313603,-34.63356284,MOTO,PASAJEROS,Dom,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",CONDUCTOR,MASCULINO,40,2019-02-24,Entre 41-60
2019-0017,1,2019-03-03,2019,3,3,7,CALLE,MEXICO,CRUCE,MEXICO y PICHINCHA,Comuna 3,-58.39914719,-34.61632317,AUTO,PASAJEROS,Dom,Balvanera y San Cristóbal,CONDUCTOR,MASCULINO,22,2019-03-07, Entre 21- 40
2019-0018,1,2019-03-03,2019,3,3,23,AUTOPISTA,"CANTILO, INT.",CRUCE,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",Comuna 13,-58.44927253,-34.54048625,PEATON,AUTO,Dom,"Núñez, Belgrano y Colegiales",PEATON,FEMENINO,29,2019-03-03, Entre 21- 40
2019-0019,1,2019-03-06,2019,3,6,12,AVENIDA,DEL LIBERTADOR AV.,NO es cruce,DEL LIBERTADOR AV. 6326,Comuna 13,-58.45049163,-34.55374003,MOTO,AUTO,Mié,"Núñez, Belgrano y Colegiales",CONDUCTOR,MASCULINO,0,,Menos de 20
2019-0020,1,2019-03-07,2019,3,7,21,AVENIDA,CHICLANA AV.,NO es cruce,CHICLANA AV. 3444,Comuna 5,-58.41288952,-34.63572989,MOTO,AUTO,Jue,Almagro y Boedo,CONDUCTOR,MASCULINO,43,2019-03-07,Entre 41-60
2019-0021,1,2019-03-15,2019,3,15,22,AVENIDA,BOYACA AV.,CRUCE,BOYACA AV. y YERBAL,Comuna 7,-58.45743597,-34.62561234,MOTO,AUTO,Vie,Flores y Parque Chacabuco,CONDUCTOR,MASCULINO,23,2019-03-16, Entre 21- 40
2019-0022,1,2019-03-15,2019,3,15,0,AVENIDA,ENTRE RIOS AV.,NO es cruce,ENTRE RIOS AV. 1260,Comuna 1,-58.39123782,-34.62352245,AUTO,SD,Vie,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PASAJERO_ACOMPAÑANTE,MASCULINO,0,2019-03-15,Menos de 20
2019-0023,1,2019-03-16,2019,3,16,8,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y JACQUES, AMADEO",Comuna 9,-58.52922765,-34.63637963,AUTO,OBJETO FIJO,Sáb,"Liniers, Mataderos y Parque Avellaneda",CONDUCTOR,MASCULINO,34,2019-03-16, Entre 21- 40
2019-0024,1,2019-03-19,2019,3,19,7,AVENIDA,ANTARTIDA ARGENTINA AV.,NO es cruce,ANTARTIDA ARGENTINA AV. 1325,Comuna 1,-58.37208118,-34.58541957,MOTO,CARGAS,Mar,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CONDUCTOR,MASCULINO,32,2019-03-19, Entre 21- 40
2019-0025,1,2019-03-22,2019,3,22,13,CALLE,"MITRE, BARTOLOME",CRUCE,"MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",Comuna 5,-58.41458534,-34.60937557,PEATON,AUTO,Vie,Almagro y Boedo,PEATON,MASCULINO,27,2019-04-04, Entre 21- 40
2019-0026,1,2019-03-28,2019,3,28,7,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",CRUCE,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",Comuna 8,-58.47976785,-34.69153196,PEATON,PASAJEROS,Jue,"Villa Soldati, Villa Riachuelo y Villa Lugano",PEATON,MASCULINO,0,2019-03-28,Menos de 20
2019-0027,1,2019-03-28,2019,3,28,11,AVENIDA,SANTA FE AV.,CRUCE,SANTA FE AV. y AZCUENAGA,Comuna 2,-58.39990285,-34.59511714,BICICLETA,MULTIPLE,Jue,Recoleta,CICLISTA,MASCULINO,37,2019-03-28, Entre 21- 40
2019-0028,1,2019-04-06,2019,4,6,9,AVENIDA,"JUSTO, JUAN B. AV.",CRUCE,"JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO",Comuna 11,-58.46051346,-34.60588536,PEATON,PASAJEROS,Sáb,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",PEATON,FEMENINO,0,2019-04-06,Menos de 20
2019-0029,1,2019-04-07,2019,4,7,10,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",CRUCE,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",Comuna 8,-58.47976785,-34.69153196,MOTO,OBJETO FIJO,Dom,"Villa Soldati, Villa Riachuelo y Villa Lugano",CONDUCTOR,MASCULINO,27,2019-04-07, Entre 21- 40
2019-0030,1,2019-04-09,2019,4,9,16,CALLE,"ALVAREZ, DONATO, TTE. GRAL.",CRUCE,"ALVAREZ, DONATO, TTE. GRAL. y YERBAL",Comuna 7,-58.45457546,-34.62447891,MOTO,CARGAS,Mar,Flores y Parque Chacabuco,CONDUCTOR,MASCULINO,25,2019-04-09, Entre 21- 40
2019-0031,1,2019-04-12,2019,4,12,19,AVENIDA,CORDOBA AV.,CRUCE,"CORDOBA AV. y MADERO, EDUARDO AV.",Comuna 1,-58.36951669,-34.59832047,BICICLETA,CARGAS,Vie,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CICLISTA,MASCULINO,20,2019-04-12, Entre 21- 40
2019-0032,1,2019-04-16,2019,4,16,11,AVENIDA,CAMARONES,CRUCE,"CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",Comuna 11,-58.46415322,-34.6044379,PEATON,AUTO,Mar,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",PEATON,FEMENINO,83,2019-04-18,Más de 80
2019-0033,1,2019-04-18,2019,4,18,1,AUTOPISTA,AUTOPISTA 25 DE MAYO,CRUCE,"AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",Comuna 1,-58.36607137,-34.62150748,MOTO,SD,Jue,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CONDUCTOR,MASCULINO,25,2019-04-18, Entre 21- 40
2019-0034,1,2019-04-21,2019,4,21,9,AVENIDA,"MORENO, PERITO AV.",NO es cruce,"MORENO, PERITO AV. 3050",Comuna 7,-58.45537373,-34.65093074,MOTO,OBJETO FIJO,Dom,Flores y Parque Chacabuco,CONDUCTOR,MASCULINO,0,2019-04-21,Menos de 20
2019-0035,1,2019-04-23,2019,4,23,14,CALLE,SUIPACHA,NO es cruce,SUIPACHA 665,Comuna 1,-58.37942637,-34.60053054,PEATON,BICICLETA,Mar,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,FEMENINO,75,2019-04-23,Entre 61-80
2019-0036,1,2019-04-26,2019,4,26,22,CALLE,RIGLOS,CRUCE,RIGLOS y FORMOSA,Comuna 6,-58.4368044,-34.62147504,MOTO,AUTO,Vie,Caballito,CONDUCTOR,MASCULINO,34,2019-05-02, Entre 21- 40
2019-0037,1,2019-05-01,2019,5,1,23,AVENIDA,LA RIOJA,CRUCE,LA RIOJA e INDEPENDENCIA AV.,Comuna 3,-58.40778291,-34.61971907,MOTO,AUTO,Mié,Balvanera y San Cristóbal,CONDUCTOR,MASCULINO,17,2019-05-01,Menos de 20
2019-0038,1,2019-05-04,2019,5,4,14,AVENIDA,"UDAONDO, GUILLERMO AV.",CRUCE,"UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",Comuna 13,-58.45212523,-34.54628513,PEATON,MOTO,Sáb,"Núñez, Belgrano y Colegiales",PEATON,FEMENINO,42,2019-05-05,Entre 41-60
2019-0039,1,2019-05-09,2019,5,9,3,AVENIDA,SAN PEDRITO AV.,CRUCE,SAN PEDRITO AV. y DIRECTORIO AV.,Comuna 7,-58.46749188,-34.63551751,MOTO,AUTO,Jue,Flores y Parque Chacabuco,CONDUCTOR,MASCULINO,28,2019-05-09, Entre 21- 40
2019-0040,1,2019-05-09,2019,5,9,12,CALLE,PUAN,CRUCE,PUAN y SANTANDER,Comuna 7,-58.4426358,-34.63679732,MOTO,SD,Jue,Flores y Parque Chacabuco,CONDUCTOR,MASCULINO,44,2019-05-15,Entre 41-60
2019-0041,1,2019-05-11,2019,5,11,20,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CRUCE,"ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",Comuna 9,-58.51140289,-34.65846419,AUTO,MULTIPLE,Sáb,"Liniers, Mataderos y Parque Avellaneda",PASAJERO_ACOMPAÑANTE,FEMENINO,78,2019-05-11,Entre 61-80
2019-0042,1,2019-05-14,2019,5,14,15,CALLE,LIMA,CRUCE,LIMA y CONSTITUCION,Comuna 1,-58.38211431,-34.62465368,PEATON,PASAJEROS,Mar,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",PEATON,MASCULINO,39,2019-05-14, Entre 21- 40
2019-0043,1,2019-05-21,2019,5,21,9,AVENIDA,CORDOBA AV.,CRUCE,"CORDOBA AV. y MADERO, EDUARDO AV.",Comuna 1,-58.36951669,-34.59832047,BICICLETA,CARGAS,Mar,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",CICLISTA,FEMENINO,0,2019-05-21,Menos de 20
2019-0044,1,2019-05-27,2019,5,27,12,AVENIDA,BOEDO AV.,NO es cruce,BOEDO AV. 650,Comuna 5,-58.41635217,-34.62036547,PEATON,MOTO,Lun,Almagro y Boedo,PEATON,FEMENINO,77,2019-05-29,Entre 61-80
2019-0045,1,2019-06-03,2019,6,3,7,AVENIDA,DEL LIBERTADOR AV.,CRUCE,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,Comuna 14,-58.41316147,-34.57579669,MOTO,CARGAS,Lun,Palermo,CONDUCTOR,MASCULINO,33,2019-06-03, Entre 21- 40
2019-0046,1,2019-06-04,2019,6,4,9,AUTOPISTA,"PAZ, GRAL. AV.",CRUCE,"PAZ, GRAL. AV. y CABILDO AV.",Comuna 13,-58.47617802,-34.53825652,MOTO,AUTO,Mar,"Núñez, Belgrano y Colegiales",PASAJERO_ACOMPAÑANTE,FEMENINO,26,2019-06-04, Entre 21- 40
2019-0047,1,2019-06-06,2019,6,6,10,AVENIDA,CASEROS AV.,NO es cruce,CASEROS AV. 1700,Comuna 4,-58.38641783,-34.63330028,PEATON,CARGAS,Jue,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",PEATON,MASCULINO,76,2019-06-06,Entre 61-80
2019-0048,1,2019-06-07,2019,6,7,7,AVENIDA,AVELLANEDA AV.,NO es cruce,AVELLANEDA AV. 1548,Comuna 6,-58.45322169,-34.62038137,MOTO,CARGAS,Vie,Caballito,CONDUCTOR,MASCULINO,32,2019-06-07, Entre 21- 40
2019-0049,1,2019-06-08,2019,6,8,9,CALLE,CIUDAD DE LA PAZ,CRUCE,CIUDAD DE LA PAZ y MENDOZA,Comuna 13,-58.45849057,-34.56166498,PEATON,CARGAS,Sáb,"Núñez, Belgrano y Colegiales",PEATON,FEMENINO,72,2019-06-09,Entre 61-80
2019-0050,1,2019-06-08,2019,6,8,23,AVENIDA,"SALGUERO, JERONIMO",CRUCE,"SALGUERO, JERONIMO y HONDURAS AV.",Comuna 14,-58.41829559,-34.59411677,MOTO,CARGAS,Sáb,Palermo,CONDUCTOR,MASCULINO,21,2019-06-09, Entre 21- 40
2019-0051,1,2019-06-11,2019,6,11,10,CALLE,"FILIBERTO, JUAN DE DIOS",CRUCE,"FILIBERTO, JUAN DE DIOS y OLAVARRIA",Comuna 4,-58.36376488,-34.63832093,MOTO,AUTO,Mar,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",CONDUCTOR,MASCULINO,41,2019-06-11,Entre 41-60
2019-0053,1,2019-06-14,2019,6,14,17,AVENIDA,ASTURIAS AV.,CRUCE,ASTURIAS AV. y CASTAÃ‘ARES AV.,Comuna 8,-58.46442668,-34.66004784,AUTO,AUTO,Vie,"Villa Soldati, Villa Riachuelo y Villa Lugano",PASAJERO_ACOMPAÑANTE,MASCULINO,49,2019-06-14,Entre 41-60
